# atlas	512	2048	50
32	2	2	1	1	0	-27.2	0	0	23
33	29	2	4	19	0	-7.200001	4	-20	8
34	56	2	12	8	0	-7.200001	12	-9	16
35	83	2	20	20	0	-7.200001	20	-20	23
36	110	2	20	27	0	-3.200001	20	-28	23
37	137	2	20	19	0	-7.200001	20	-20	23
38	164	2	20	27	0	-3.200001	20	-28	23
39	191	2	4	8	0	-7.200001	4	-9	8
40	218	2	8	19	0	-7.200001	8	-20	12
41	245	2	8	19	0	-7.200001	8	-20	12
42	272	2	20	11	0	-7.200001	20	-13	23
43	299	2	20	19	0	-7.200001	20	-20	23
44	326	2	4	8	0	-23.2	4	-8	8
45	353	2	19	4	0	-15.2	20	-5	23
46	380	2	4	4	0	-23.2	4	-4	8
47	407	2	20	19	0	-7.200001	20	-20	23
48	2	33	20	19	0	-7.200001	20	-20	23
49	29	33	8	19	0	-7.200001	8	-20	12
50	56	33	20	19	0	-7.200001	20	-20	23
51	83	33	20	19	0	-7.200001	20	-20	23
52	110	33	20	20	0	-7.200001	20	-20	23
53	137	33	20	19	0	-7.200001	20	-20	23
54	164	33	20	19	0	-7.200001	20	-20	23
55	191	33	20	19	0	-7.200001	20	-20	23
56	218	33	20	19	0	-7.200001	20	-20	23
57	245	33	20	19	0	-7.200001	20	-20	23
58	272	33	4	19	0	-7.200001	4	-20	8
59	299	33	4	23	0	-7.200001	4	-24	8
60	326	33	12	19	0	-7.200001	12	-20	16
61	353	33	19	12	0	-11.2	20	-13	23
62	380	33	12	19	0	-7.200001	12	-20	16
63	407	33	20	19	0	-7.200001	20	-20	23
64	2	64	20	19	0	-7.200001	20	-20	23
65	29	64	20	19	0	-7.200001	20	-20	23
66	56	64	20	19	0	-7.200001	20	-20	23
67	83	64	20	19	0	-7.200001	20	-20	23
68	110	64	20	19	0	-7.200001	20	-20	23
69	137	64	20	19	0	-7.200001	20	-20	23
70	164	64	20	19	0	-7.200001	20	-20	23
71	191	64	20	19	0	-7.200001	20	-20	23
72	218	64	20	20	0	-7.200001	20	-20	23
73	245	64	20	19	0	-7.200001	20	-20	23
74	272	64	20	19	0	-7.200001	20	-20	23
75	299	64	20	20	0	-7.200001	20	-20	23
76	326	64	20	19	0	-7.200001	20	-20	23
77	353	64	20	20	0	-7.200001	20	-20	23
78	380	64	20	20	0	-7.200001	20	-20	23
79	407	64	20	19	0	-7.200001	20	-20	23
80	2	95	20	19	0	-7.200001	20	-20	23
81	29	95	20	23	0	-7.200001	20	-24	23
82	56	95	20	19	0	-7.200001	20	-20	23
83	83	95	20	19	0	-7.200001	20	-20	23
84	110	95	20	19	0	-7.200001	20	-20	23
85	137	95	20	20	0	-7.200001	20	-20	23
86	164	95	20	20	0	-7.200001	20	-20	23
87	191	95	20	20	0	-7.200001	20	-20	23
88	218	95	20	19	0	-7.200001	20	-20	23
89	245	95	20	20	0	-7.200001	20	-20	23
90	272	95	20	20	0	-7.200001	20	-20	23
91	299	95	8	19	0	-7.200001	8	-20	12
92	326	95	20	19	0	-7.200001	20	-20	23
93	353	95	8	19	0	-7.200001	8	-20	12
94	380	95	12	7	0	-7.200001	12	-9	16
95	407	95	19	4	0	-30.2	20	-5	23
96	2	126	4	8	0	-7.200001	4	-9	8
97	29	126	20	19	0	-7.200001	20	-20	23
98	56	126	20	20	0	-7.200001	20	-20	23
99	83	126	20	19	0	-7.200001	20	-20	23
100	110	126	20	19	0	-7.200001	20	-20	23
101	137	126	20	19	0	-7.200001	20	-20	23
102	164	126	20	19	0	-7.200001	20	-20	23
103	191	126	20	19	0	-7.200001	20	-20	23
104	218	126	20	20	0	-7.200001	20	-20	23
105	245	126	4	19	0	-7.200001	4	-20	8
106	272	126	19	19	0	-7.200001	20	-20	23
107	299	126	20	20	0	-7.200001	20	-20	23
108	326	126	20	19	0	-7.200001	20	-20	23
109	353	126	19	19	0	-7.200001	20	-20	23
110	380	126	20	19	0	-7.200001	20	-20	23
111	407	126	20	19	0	-7.200001	20	-20	23
112	2	157	20	19	0	-7.200001	20	-20	23
113	29	157	20	23	0	-7.200001	20	-24	23
114	56	157	20	19	0	-7.200001	20	-20	23
115	83	157	20	19	0	-7.200001	20	-20	23
116	110	157	20	19	0	-7.200001	20	-20	23
117	137	157	20	20	0	-7.200001	20	-20	23
118	164	157	20	20	0	-7.200001	20	-20	23
119	191	157	20	20	0	-7.200001	20	-20	23
120	218	157	20	19	0	-7.200001	20	-20	23
121	245	157	20	20	0	-7.200001	20	-20	23
122	272	157	20	20	0	-7.200001	20	-20	23
123	299	157	12	19	0	-7.200001	12	-20	16
124	326	157	4	27	0	-3.200001	4	-28	8
125	353	157	12	19	0	-7.200001	12	-20	16
126	380	157	20	12	0	-11.2	20	-13	23
20320	407	157	23	21	0	-6.7	23	-21	26
21040	2	188	23	21	0	-6.7	23	-21	26
20102	29	188	23	21	0	-6.7	23	-21	26
25105	56	188	23	21	0	-6.7	23	-21	26
30340	83	188	23	21	0	-6.7	23	-21	26
34255	110	188	23	21	0	-6.7	23	-21	26
36523	137	188	23	21	0	-6.7	23	-21	26
22788	164	188	23	21	0	-6.7	23	-21	26
21834	191	188	23	21	0	-6.7	23	-21	26
24819	218	188	23	21	0	-6.7	23	-21	26
35201	245	188	23	21	0	-6.7	23	-21	26
19968	272	188	23	4	0	-15.2	23	-4	26
20010	299	188	23	21	0	-6.7	23	-21	26
38075	326	188	23	21	0	-6.7	23	-21	26
22836	353	188	23	21	0	-6.7	23	-21	26
38646	380	188	23	21	0	-6.7	23	-21	26
20214	407	188	23	21	0	-6.7	23	-21	26
23545	2	219	23	21	0	-6.7	23	-21	26
21543	29	219	23	21	0	-6.7	23	-21	26
22909	56	219	23	21	0	-6.7	23	-21	26
36319	83	219	23	21	0	-6.7	23	-21	26
20570	110	219	23	21	0	-6.7	23	-21	26
20132	137	219	23	21	0	-6.7	23	-21	26
26131	164	219	23	21	0	-6.7	23	-21	26
26159	191	219	23	21	0	-6.7	23	-21	26
33021	218	219	23	21	0	-6.7	23	-21	26
22312	245	219	23	21	0	-6.7	23	-21	26
25226	272	219	23	21	0	-6.7	23	-21	26
33080	299	219	23	21	0	-6.7	23	-21	26
28866	326	219	23	21	0	-6.7	23	-21	26
21069	353	219	23	21	0	-6.7	23	-21	26
25171	380	219	23	21	0	-6.7	23	-21	26
36133	407	219	23	21	0	-6.7	23	-21	26
23601	2	250	23	21	0	-6.7	23	-21	26
32473	29	250	23	21	0	-6.7	23	-21	26
25214	56	250	23	21	0	-6.7	23	-21	26
20160	83	250	23	21	0	-6.7	23	-21	26
20040	110	250	23	21	0	-6.7	23	-21	26
21482	137	250	23	21	0	-6.7	23	-21	26
22833	164	250	23	21	0	-6.7	23	-21	26
39746	191	250	23	21	0	-6.7	23	-21	26
38754	218	250	23	21	0	-6.7	23	-21	26
36825	245	250	23	21	0	-6.7	23	-21	26
27491	272	250	23	21	0	-6.7	23	-21	26
23637	299	250	23	21	0	-6.7	23	-21	26
31034	326	250	23	21	0	-6.7	23	-21	26
25112	353	250	23	21	0	-6.7	23	-21	26
26007	380	250	23	21	0	-6.7	23	-21	26
26412	407	250	23	21	0	-6.7	23	-21	26
39046	2	281	23	21	0	-6.7	23	-21	26
26426	29	281	23	21	0	-6.7	23	-21	26
20250	56	281	23	21	0	-6.7	23	-21	26
23427	83	281	23	21	0	-6.7	23	-21	26
21435	110	281	23	21	0	-6.7	23	-21	26
28789	137	281	23	21	0	-6.7	23	-21	26
27627	164	281	23	21	0	-6.7	23	-21	26
19981	191	281	23	21	0	-6.7	23	-21	26
30041	218	281	23	21	0	-6.7	23	-21	26
24773	245	281	23	21	0	-6.7	23	-21	26
22320	272	281	23	21	0	-6.7	23	-21	26
25915	299	281	23	21	0	-6.7	23	-21	26
20987	326	281	23	21	0	-6.7	23	-21	26
21463	353	281	23	21	0	-6.7	23	-21	26
20260	380	281	23	21	0	-6.7	23	-21	26
36234	407	281	23	21	0	-6.7	23	-21	26
37325	2	312	23	21	0	-6.7	23	-21	26
34987	29	312	23	21	0	-6.7	23	-21	26
36864	56	312	23	21	0	-6.7	23	-21	26
24471	83	312	23	21	0	-6.7	23	-21	26
36828	110	312	23	21	0	-6.7	23	-21	26
26368	137	312	23	21	0	-6.7	23	-21	26
21518	164	312	23	21	0	-6.7	23	-21	26
30862	191	312	23	21	0	-6.7	23	-21	26
25104	218	312	23	21	0	-6.7	23	-21	26
35797	245	312	23	21	0	-6.7	23	-21	26
30528	272	312	23	21	0	-6.7	23	-21	26
32452	299	312	23	21	0	-6.7	23	-21	26
21512	326	312	23	21	0	-6.7	23	-21	26
25331	353	312	23	21	0	-6.7	23	-21	26
25307	380	312	23	21	0	-6.7	23	-21	26
25343	407	312	23	21	0	-6.7	23	-21	26
